Date,Open,High,Low,Close,Volume
2013-02-07,58936.31,59435.43,58115.51,58372.46,407050816
2013-02-08,58374.1,58638.39,58024.56,58497.83,315228992
2013-02-13,58494.5,58754.45,58251.89,58405.74,280394592
2013-02-14,58405.74,58405.74,57750.7,58077.31,238560000
2013-02-15,58075.64,58352.45,57801.67,57903.3,343947904
2013-02-18,57905.69,57929.12,57420.3,57613.9,269715008
2013-02-19,57619.38,58060.89,57233.95,57314.4,392035392
2013-02-20,57312.46,57568.89,56034.29,56177.6,494994912
2013-02-21,56152.66,56227.24,55430.26,56154.68,491580992
2013-02-22,56158.58,56742.25,56106.88,56697.06,511375488
2013-02-25,56697.56,57157.14,56418.75,56617.56,396441600
2013-02-26,56616.07,57007.27,56047.16,56948.87,451052192
2013-02-27,56948.35,57402.28,56684.5,57273.88,503383712
2013-02-28,57273.1,57798.48,56925.18,57424.29,444108896
2013-03-01,57422.21,57422.21,56525.66,56883.99,388845184
2013-03-04,56877.8,56877.8,56067.07,56499.17,403239392
2013-03-05,56508.07,57226.86,55950.73,55950.73,426191104
2013-03-06,55953.35,58149.84,55953.35,57940.14,580612672
2013-03-07,57939.66,59472.49,57939.66,58846.81,633788992
2013-03-08,58841.63,59031.27,58128.87,58432.75,412926016
2013-03-11,58440.49,58546.69,57800.36,58544.79,412900192
2013-03-12,58542.43,58709.47,58112.59,58208.61,380496096
2013-03-13,58204.14,58410.67,57285.74,57385.9,453571584
2013-03-14,57385.56,57850.2,56722.47,57281.02,457965408
2013-03-15,57274.83,57532.36,56805.27,56869.28,518179584
2013-03-18,56868.76,57151.85,56139.18,56972.96,372496096
2013-03-19,56972.96,57037.99,56099.9,56361.24,382877600
2013-03-20,56360.72,56396.16,55831.35,56030.03,417919488
2013-03-21,56025.39,56043.7,55382.45,55576.67,436675584
2013-03-22,55576.67,55893.25,55097.97,55243.4,375191104
2013-03-25,55250.06,55450.26,54647.97,54873.12,384885312
2013-03-26,54878.68,55763.34,54878.68,55671.39,370601888
2013-03-27,55670.35,56177.85,55129.57,56034.29,398260000
2013-03-28,56035.45,56373.7,55873.53,56352.09,437358912
2013-04-01,56348.07,56348.07,55896.6,55902.18,275524288
2013-04-02,55900.63,56257.34,54809.26,54889.1,358852512
2013-04-03,54888.22,55573.8,54739.72,55562.74,448047104
2013-04-04,55562.74,55579.41,54432.05,54648.15,457297504
2013-04-05,54646.07,55226.74,53794.47,55050.6,597448512
2013-04-08,55048.75,55136.34,54333.3,55092.31,550428096
2013-04-09,55100.83,56304.6,55100.83,55912.04,518611488
2013-04-10,55913.41,56975.82,55913.41,56186.56,539017920
2013-04-11,56189.83,56283.65,55173.52,55400.91,404841312
2013-04-12,55398.42,55530.62,54458.1,54962.65,480280192
2013-04-15,54951.9,54951.9,52949.93,52949.93,464483488
2013-04-16,52952.86,54095.06,52952.86,53990.83,435408896
2013-04-17,53984.01,53984.01,52540.44,52881.96,741341504
2013-04-18,52886.6,53473.82,52391.52,53165.91,455442208
2013-04-19,53168.92,54017.87,53168.92,53928.92,372193792
2013-04-22,53926.5,54297.97,53419.9,54297.73,413471008
2013-04-23,54301.03,55282,54164.91,54884.75,536565184
2013-04-24,54875.06,55546.48,54722.56,54984.23,394982304
2013-04-25,54989.18,55543.92,54792,54963.32,434774688
2013-04-26,54963.32,55033.92,54146.57,54252.04,466007808
2013-04-29,54253.72,55335.83,54253.72,54887.25,593124992
2013-04-30,54888.27,55910.37,54584.95,55910.37,700103104
2013-05-02,55918.73,55918.73,55103.93,55321.93,543598784
2013-05-03,55329.51,56366.29,55329.51,55488.08,884098176
2013-05-06,55487.9,55541.73,54651.57,55429.88,652388928
2013-05-07,55428.83,56450.43,55206.72,56274.66,627585472
2013-05-08,56280.83,56813.65,55804.8,55804.8,649000192
2013-05-09,55804.8,56071.93,54905.26,55447.56,479969888
2013-05-10,55445.64,55445.64,54831.69,55107.8,531525504
2013-05-13,55105.81,55105.81,54388.81,54447.77,395647488
2013-05-14,54442.45,55029.81,54326.92,54666.82,509470208
2013-05-15,54667.9,55215.64,54487.57,54936.41,489991904
2013-05-16,54943.26,55538.62,54592.32,54772.62,508070112
2013-05-17,54779.57,55489.38,54779.57,55164.27,406773088
2013-05-20,55161.95,55704.57,54630.26,55700.77,410501600
2013-05-21,55698.55,56265.32,55378.89,56265.32,389862592
2013-05-22,56268.62,57098.62,56036.99,56429.27,487252896
2013-05-23,56423.39,56423.39,55379.26,56349.91,407205888
2013-05-24,56349.91,56506.04,55901.06,56406.21,485279808
2013-05-27,56414.73,56562.35,56352.61,56395.94,205134208
2013-05-28,56399.27,56978.67,56008.52,56036.26,417521216
2013-05-29,56032.13,56032.13,54634.69,54634.69,500374592
2013-05-31,54632.53,54775.79,52942.22,53506.08,879262784
2013-06-03,53512.25,53993.32,53143.42,53944.36,433621184
2013-06-04,53944.36,54289.07,53497.96,54017.9,0
2013-06-05,54019.42,54206.54,52773.96,52798.63,0
2013-06-06,52813.29,52937.07,52244.1,52884.83,0
2013-06-07,52876.77,52876.77,51427.73,51618.63,563355584
2013-06-10,51618.63,51835.51,51159.85,51316.65,468950496
2013-06-11,51314.33,51314.33,49708.5,49769.93,0
2013-06-12,49777.4,50380.13,48746.14,49180.58,777986112
2013-06-13,49178.71,50444.11,48968.03,50414.89,0
2013-06-14,50415.23,50655.93,49329.71,49332.34,582610624
2013-06-17,49336.66,50123.3,49074.42,49088.65,530964096
2013-06-18,49088.98,49550.32,48414.03,49464.94,597750592
2013-06-19,49456.96,49698.2,47838.39,47893.06,658129024
2013-06-20,47884.37,48214.43,45929.82,48214.43,0
2013-06-21,48209.44,48209.44,46917.82,47056.04,641640896
2013-06-24,47038.97,47038.97,45405.94,45965.05,630240576
2013-06-25,45966.75,47119.15,45966.75,46893.04,477352800
2013-06-26,46903.29,47725.03,46903.29,47171.98,0
2013-06-27,47134.88,48053.15,47134.88,47609.46,556737408
2013-06-28,47609.02,47638.6,47058.94,47457.13,575277504
2013-07-01,47457.9,47674.01,46675.95,47229.59,665830592
2013-07-02,47221.61,47221.61,44818.64,45228.95,812331904
2013-07-03,45227.18,45826.8,44552,45044.03,699812800
2013-07-04,45046.24,46097.03,45046.24,45763.16,510040000
2013-07-05,45756.93,45756.93,44107.06,45210.49,698809472
2013-07-08,45211.42,45740.37,44838.92,45075.5,466403392
2013-07-10,45081.76,45955.32,45081.76,45483.43,486787296
2013-07-11,45493.56,46719.05,45493.56,46626.26,558785024
2013-07-12,46624.21,46624.21,45528.67,45533.24,535714912
2013-07-15,45533.24,46839.9,45533.24,46738.9,483834496
2013-07-16,46748.92,47329.7,46416.78,46869.29,477574304
2013-07-17,46869.29,47710.1,46869.29,47407.31,518496096
2013-07-18,47404.42,48056.89,47092.82,47656.92,428518496
2013-07-19,47650.26,47650.26,47163,47400.23,347388896
2013-07-22,47407.17,48879.39,47407.17,48574.09,413200096
2013-07-23,48579.49,49379.07,48579.49,48819.52,457942304
2013-07-24,48815.55,48887.73,47998.92,48374.23,500643200
2013-07-25,48371.68,49122.81,48006.85,49066.75,493360992
2013-07-26,49068.08,49422.1,48632.72,49422.05,399756000
2013-07-29,49414.43,49461.16,48975.24,49212.33,328515392
2013-07-30,49220.23,49669.15,48560.28,48561.78,550779584
2013-07-31,48558.25,48823.7,48139.64,48234.49,494457216
2013-08-01,48235,49281.33,48235,49140.78,468745792
2013-08-02,49140.78,49549.87,48448.3,48474.04,449126496
2013-08-05,48477.42,48707.32,48263.85,48436.44,374301504
2013-08-06,48436.44,48522.48,47224.79,47421.85,526706912
2013-08-07,47421.73,47665.37,47164.25,47446.71,446480000
2013-08-08,47452.88,49230.41,47452.88,48928.82,522129504
2013-08-09,48948.82,50000.5,48835.74,49874.9,632103104
2013-08-12,49878.26,51380.23,49878.26,50299.49,703811968
2013-08-13,50298.84,50733.89,50040.34,50600.55,651184512
2013-08-14,50593.66,51364.06,50414.08,50895.92,1130502912
2013-08-15,50880.05,51452.85,50049.53,50908.34,835731008
2013-08-16,50906.33,51554.77,50800.13,51538.78,740229120
2013-08-19,51540,52089.26,51115.35,51574.09,638753984
2013-08-20,51561.17,51561.17,50498.82,50507.02,583432192
2013-08-21,50500.85,51170.94,50055.36,50405.2,599345792
2013-08-22,50408.11,51458.19,50408.11,51397.66,556997888
2013-08-23,51400.79,52197.06,51166.27,52197.06,588782912
2013-08-26,52199.97,52398.44,51429.48,51429.48,428334208
2013-08-27,51425,51425,50017.93,50091.55,571830592
2013-08-28,50091.55,50591.03,49530.29,49866.92,850357504
2013-08-29,49866.92,50557.9,49845,49921.88,799090432
2013-08-30,49932.22,50480.08,49648.91,50008.38,1423400064
2013-09-02,50012.33,51976.44,50012.33,51835.15,970688192
2013-09-03,51833.25,52289.16,51422.03,51625.5,705240000
2013-09-04,51621.39,51829.52,51107.58,51716.16,507300704
2013-09-05,51715.3,52498.24,51255.52,52351.86,624747520
2013-09-06,52353.88,54124.87,52353.88,53749.42,1052441024
2013-09-09,53751.6,54531.11,53257.16,54251.85,777529408
2013-09-10,54252.26,54739.92,53769.25,53979.03,682605696
2013-09-11,53982.47,54303.81,53307.4,53570.46,681687424
2013-09-12,53570.46,53838.99,52945.21,53307.09,609458624
2013-09-13,53311.05,53858.68,52917.36,53797.51,493863392
2013-09-16,53799.17,54462.78,53559.49,53821.63,477028704
2013-09-17,53823.4,54271.25,53576.06,54271.25,424923808
2013-09-18,54272.5,55827.16,53981.55,55702.9,754104320
2013-09-19,55702.61,55900.01,54965.85,55095.69,513481088
2013-09-20,55095.27,55242.53,54018.51,54110.03,442093888
2013-09-23,54110.03,54682.51,54026.79,54602.38,391438592
2013-09-24,54600.34,54818.37,54163.92,54431.05,429480992
2013-09-25,54425.47,54611.87,53967.94,54261.11,390392192
2013-09-26,54262.84,54344.01,53428.74,53782.97,626630272
2013-09-27,53780.99,54131.01,53611.24,53738.92,421733088
2013-09-30,53736.75,53736.75,52290.93,52338.19,649855872
2013-10-01,52337.32,53179.46,52093.15,53179.46,504187392
2013-10-02,53176.01,53473.88,52870.8,53100.18,414475712
2013-10-03,53101.05,53429.11,52296.25,52489.86,399258688
2013-10-04,52488.87,52871.88,52113.32,52848.97,430037312
2013-10-07,52841.2,52912.03,52273.9,52417.1,347215488
2013-10-08,52413.38,52555.87,51870.33,52312.44,400255296
2013-10-09,52312.85,52835.62,51955.38,52547.71,421237888
2013-10-10,52550.42,53132.78,52511.74,52996.64,413658208
2013-10-11,52999.89,53301.17,52738.72,53149.62,305235584
2013-10-14,53149.62,54196.88,52833.13,54170.6,409444000
2013-10-15,54175.55,55190.11,54053.24,54980.64,857525504
2013-10-16,54983.18,56747.03,54901.83,55973.03,1296004096
2013-10-17,55965.87,56167.76,55145.98,55358.13,720721216
2013-10-18,55359.99,56052.46,55003.77,55378.46,597747520
2013-10-21,55380.32,56109.15,55256.84,56077.43,465851392
2013-10-22,56074.18,56720.21,55897.8,56460.38,460694208
2013-10-23,56458.88,56458.88,55379.85,55440.03,401900608
2013-10-24,55440.03,55864.1,54442.62,54877.15,564923904
2013-10-25,54863.43,54910.86,54141.4,54154.15,494410304
2013-10-28,54156.36,55076.06,54070.48,55073.37,579612288
2013-10-29,55075.8,55266.83,54223.63,54538.8,613620928
2013-10-30,54540.57,54764.15,53917.28,54172.82,603907520
2013-10-31,54174.11,54466.49,53602.45,54256.2,1295380608
2013-11-01,54255.03,54387.33,53752.67,54013.24,409434112
2013-11-04,54014.21,54531.03,54008.39,54436.92,273134400
2013-11-05,54435.62,54538.63,53730.82,53831.85,332766688
2013-11-06,53839.76,53856.75,53073.47,53384.6,425882688
2013-11-07,53390.36,53890.99,52558.39,52740.79,487440384
2013-11-08,52738.9,52867.92,51735.25,52248.86,410531008
2013-11-11,52246.97,52645.52,52072.18,52623.87,239325200
2013-11-12,52624.45,52811.4,51635.66,51804.33,377939808
2013-11-13,51804.33,52271.39,51290.28,52230.29,368968512
2013-11-14,52232.73,53566.32,52232.73,53451.6,381498400
2013-11-18,53451.6,54317.16,53451.6,54307.04,331601600
2013-11-19,54303.64,54303.64,52831.06,53032.91,365017696
2013-11-21,53026.58,53026.58,52190.27,52688.02,362458912
2013-11-22,52685.61,53221.4,52095.78,52800.74,346723008
2013-11-25,52807.05,52995.1,52115.83,52263.51,307527488
2013-11-26,52258.64,52410.49,51433.29,51446.91,373025984
2013-11-27,51447.68,52112.99,51447.68,51861.21,310778208
2013-11-28,51861.51,52458.01,51696.89,51846.83,241658896
2013-11-29,51846.83,52482.49,51846.83,52482.49,263345600
2013-12-02,52479.11,52479.11,51244.87,51244.87,379356800
2013-12-03,51239.59,51257.25,50223.54,50348.89,368312288
2013-12-04,50358.89,50744.43,50113.76,50215.79,364112512
2013-12-05,50220.17,51123.76,50220.17,50787.63,367228704
2013-12-06,50787.63,51364.94,50609.96,50944.27,335364992
2013-12-09,50942.39,51298.21,50832.11,51165.38,225486400
2013-12-10,51166.59,51334.25,50955.66,50993.02,212275600
2013-12-11,50990.62,51038.59,50067.99,50067.99,308311200
2013-12-12,50076.84,50331.27,49842.31,50121.61,304927488
2013-12-13,50133.03,50518.64,50006.11,50051.18,287571808
2013-12-16,50048.67,50611.49,50048.67,50279.61,279640096
2013-12-17,50279.25,50563.21,50049.08,50090.35,267857696
2013-12-18,50110.39,50869.31,50110.39,50563.43,452770400
2013-12-19,50577.86,51633.43,50577.86,51633.43,296294688
2013-12-20,51619.6,51640.98,51024.65,51185.74,371515296
2013-12-23,51187.57,51604.98,51187.57,51356.1,230576096
2013-12-26,51357.99,51609.85,51184.96,51221.01,181002896
2013-12-27,51239.46,51395.28,51207,51266.56,200253408
2013-12-30,51274.46,51995.79,51274.46,51507.16,204858304
2014-01-02,51522.19,51656.14,50246.3,50341.25,347633792
2014-01-03,50348.27,50981.09,50268.72,50981.09,736101120
2014-01-06,50980.15,51002.29,50451.42,50973.62,356981696
2014-01-07,50981.58,51477.81,50429.14,50430.02,333947200
2014-01-08,50431.23,50792.61,50423.58,50576.64,291650816
2014-01-09,50575.78,50575.78,49258.63,49321.68,370248384
2014-01-10,49321.68,50145.37,49267.26,49696.45,350969792
2014-01-13,49708.29,50003.23,49308.77,49426.9,280292512
2014-01-14,49421.07,49833.53,49263.11,49703.1,288780608
2014-01-15,49714.97,50229.75,49714.97,50105.37,283567392
2014-01-16,50106.34,50577.38,49628.01,49696.28,294446112
2014-01-17,49696.28,49868.22,49174.03,49181.86,261461296
2014-01-20,49180.62,49292.2,48673.05,48708.41,141297904
2014-01-21,48728.2,49123.53,48440.05,48542.07,310430912
2014-01-22,48542.99,49487.04,48542.99,49299.66,395530400
2014-01-23,49293.58,49598.35,48320.64,48320.64,394688992
2014-01-24,48325.32,48327.15,47493.97,47787.38,360017312
2014-01-27,47781.54,48146.88,47492.69,47701.05,303361088
2014-01-28,47749.85,48487.51,47749.85,47840.93,279945984
2014-01-29,47839.04,47884.07,47153.97,47556.78,340550304
2014-01-30,47553.8,48034.03,47114.73,47244.26,315701408
2014-01-31,47233.71,47652.37,46813.69,47638.99,377187296
2014-02-03,47622.76,47622.76,46109.45,46147.52,366543296
2014-02-04,46147.52,47131.61,46145.89,46964.22,351832384
2014-02-05,46964.22,47148.43,46224.19,46624.39,338925088
2014-02-06,46632.17,48033.74,46632.17,47738.09,368276512
2014-02-07,47739.46,48253.16,47556.95,48073.6,325022112
2014-02-10,48070.25,48135.89,47464.56,47710.82,263618304
2014-02-11,47715.35,48603.74,47588.97,48462.79,338154496
2014-02-12,48467.19,48669.22,48044.39,48216.89,277006496
2014-02-13,48211.04,48211.04,47128.98,47812.83,316975808
2014-02-14,47815.64,48313.77,47756.18,48201.11,319391008
2014-02-17,48199.79,48297.85,47540.26,47576.33,188500400
2014-02-18,47575.3,47712.25,46599.76,46599.76,386591008
2014-02-19,46597.4,47155.22,46133.66,47150.83,399896384
2014-02-20,47126.94,47600.35,46634.22,47288.61,300028896
2014-02-21,47289.79,47815.61,47075.28,47380.24,260868800
2014-02-24,47375.76,47538.55,46991.26,47393.5,299291712
2014-02-25,47388.11,47388.11,46613.59,46715.91,292889088
2014-02-26,46717.53,47009.89,46402.96,46599.21,322824000
2014-02-27,46621.81,47781.38,46621.81,47606.75,304870784
2014-02-28,47613.49,47813.1,47043.47,47094.4,409261600
2014-03-05,47092.24,47153.51,46472.87,46589,229486208
2014-03-06,46591.9,47400.49,46501.58,47093.13,316750016
2014-03-07,47093.13,47218.16,46086.17,46244.07,398573408
2014-03-10,46241.82,46241.82,45203.49,45533.2,367754912
2014-03-11,45533.2,46049.65,45401.1,45697.62,328584192
2014-03-12,45686.97,45915.56,45507.87,45861.81,302535712
2014-03-13,45863.88,46176.34,45250.32,45443.83,312220192
2014-03-14,45444.32,45561.67,44904.83,44965.66,348185408
2014-03-17,44978.98,45498.67,44968.66,45117.8,293151712
2014-03-18,45115.44,46217.33,45074.72,46150.96,360179712
2014-03-19,46152.99,46803.23,45909.96,46567.23,334078496
2014-03-20,46565.15,47484.02,46150.51,47278.48,436817984
2014-03-21,47272,47831.73,46720.98,47380.94,419014208
2014-03-24,47381.98,48141.79,47381.98,47993.42,301108800
2014-03-25,47993.42,48440.7,47949.92,48180.14,296528800
2014-03-26,48181.86,48725.06,47963.01,47965.61,347198208
2014-03-27,47964,49646,47962,49646,594973824
2014-03-28,49658,50132,49626,49768,424344096
2014-03-31,49784,50417,49784,50414,366600512
2014-04-01,50412,50626,49773,50270,351293184
2014-04-02,50273,51794,50241,51701,481015392
2014-04-03,51698,51894,51059,51408,343644800
2014-04-04,51441,52288,51034,51081,375414208
2014-04-07,51151,52228,51151,52155,375593984
2014-04-08,52665,53393,51382,51629,552678016
2014-04-09,51628,51628,50652,51185,424809792
2014-04-10,51165,51522,50732,51127,362864192
2014-04-11,51092,51870,50517,51867,343420800
2014-04-14,51975,52072,51361,51596,271120896
2014-04-15,51576,51576,49890,50454,387990912
2014-04-16,50533,51288,50533,51200,345244704
2014-04-17,51314,52338,50886,52108,303957184
2014-04-22,52112,52460,51681,51976,352118784
2014-04-23,51974,51974,51403,51569,287626688
2014-04-24,51643,51963,51237,51817,320338496
2014-04-25,51617,51628,51019,51399,297636992
2014-04-28,51396,51471,50779,51395,273236608
2014-04-29,51386,52415,51386,51838,435961216
2014-04-30,51837,51837,51250,51626,464966112
2014-05-02,51630,53059,51628,52980,804706496
2014-05-05,52993,53505,52931,53446,430435296
2014-05-06,53447,53984,53093,53779,495748416
2014-05-07,53786,54225,53498,54052,455635104
2014-05-08,54053,54249,53222,53422,334408704
2014-05-09,53419,53639,53056,53100,316337600
2014-05-12,53137,54053,53137,54052,274427008
2014-05-13,54047,54242,53730,53907,295657504
2014-05-14,53910,54459,53866,54412,287882688
2014-05-15,54403,54403,53565,53855,343552384
2014-05-16,53848,54382,53708,53975,354134112
2014-05-19,53968,53991,53266,53353,308950016
2014-05-20,53344,53842,52312,52366,394859808
2014-05-21,52379,52875,52203,52203,324813184
2014-05-22,52209,52850,52132,52806,294142208
2014-05-23,52807,52935,52403,52626,246228096
2014-05-26,52649,53044,52649,52932,118678496
2014-05-27,52933,53309,52079,52152,289474208
2014-05-28,52173,52858,52009,52639,284255712
2014-05-29,52743,52889,52033,52239,239424800
2014-05-30,52228,52228,51239,51239,453330816
2014-06-02,51242,51878,51242,51605,259769408
2014-06-03,51600,52032,51385,52032,285936800
2014-06-04,52000,52000,51614,51832,257153296
2014-06-05,51838,52245,51469,51558,289002112
2014-06-06,51586,53174,51586,53128,429835584
2014-06-09,53098,54452,53091,54273,365992512
2014-06-10,54274,54604,53982,54604,372977696
2014-06-11,54870,55283,54775,55102,379596416
2014-06-13,55104,55104,54648,54806,266434304
2014-06-16,54774,54854,54474,54629,263685600
2014-06-17,54638,54638,54150,54299,158843808
2014-06-18,54300,55202,54046,55202,326538304
2014-06-20,54929,54969,54540,54638,234779600
2014-06-23,54636,54724,54097,54210,140308992
2014-06-24,54194,55002,54093,54280,312153312
2014-06-25,54282,54392,53362,53425,295249600
2014-06-26,53426,53790,53331,53506,224130304
2014-06-27,53505,53614,52918,53157,237082704
2014-06-30,53180,53311,52728,53168,244870896
2014-07-01,53215,53697,52886,53171,269327104
2014-07-02,53170,53244,52734,53028,315598784
2014-07-03,53027,53877,52759,53874,330267200
2014-07-04,53892,54086,53703,54055,75384096
2014-07-07,54041,54041,53376,53801,219450400
2014-07-08,53813,53905,53459,53634,185456096
2014-07-10,53649,54599,53649,54592,472022208
2014-07-11,54593,54952,54319,54785,337711296
2014-07-14,54826,55896,54826,55743,417032992
2014-07-15,55737,56106,55629,55973,322225888
2014-07-16,56030,56331,55573,55717,409452704
2014-07-17,55711,56190,55237,55637,397572416
2014-07-18,55638,57483,55638,57012,529634400
2014-07-21,57013,57756,56864,57633,303433088
2014-07-22,57635,58138,57503,57983,301025408
2014-07-23,57865,57865,57148,57419,273560704
2014-07-24,57420,58122,57357,57977,304009504
2014-07-25,57958,58048,57648,57821,242223600
2014-07-28,57823,58040,57414,57695,236661408
2014-07-29,57694,58013,57088,57118,270207104
2014-07-30,57140,57439,56705,56877,244615696
2014-07-31,56869,56869,55502,55829,348862112
2014-08-01,55788,56058,55266,55902,322909184
2014-08-04,55906,56620,55593,56616,219513696
2014-08-05,56621,56937,56063,56202,375258208
2014-08-06,56201,56797,55695,56487,400613504
2014-08-07,56490,56922,55985,56188,304923296
2014-08-08,56011,56011,55319,55572,301731584
2014-08-11,55650,56657,55650,56613,267247296
2014-08-12,56606,56807,56312,56442,214501696
2014-08-13,56454,56736,55238,55581,481073792
2014-08-14,55557,55946,55436,55780,304464704
2014-08-15,56128,56965,56095,56963,343731808
2014-08-18,57097,57664,57027,57560,326823104
2014-08-19,57562,58474,57370,58449,348495904
2014-08-20,58439,59010,58320,58878,330005408
2014-08-21,58879,59207,58558,58992,332201408
2014-08-22,58991,58991,58164,58407,232733104
2014-08-25,58410,59742,58410,59735,287553792
2014-08-26,59774,60092,59522,59821,401412512
2014-08-27,59824,61246,59824,60950,538888192
2014-08-28,60945,60980,60188,60290,446250592
2014-08-29,60293,61442,60280,61288,494242688
2014-09-01,61318,62279,61141,61141,276906592
2014-09-02,61138,62231,60930,61895,400582112
2014-09-03,61899,62304,61198,61837,415072896
2014-09-04,61836,61836,60739,60800,405205504
2014-09-05,60802,61029,60243,60681,380850592
2014-09-08,60796,61512,59191,59192,438602208
2014-09-09,59157.79,59484.88,58306.19,58676.34,446015296
2014-09-10,58674,58674,57449,58198,380572000
2014-09-11,58202,58808,58112,58337,289314208
2014-09-12,58336,58336,56666,56927,462004512
2014-09-15,56929,57948,56851,57948,290230400
2014-09-16,57948.76,60242.79,57946.15,59114.66,487626688
2014-09-17,59115.3,60024.6,59095.71,59108.19,352575712
2014-09-18,59107.69,59266.72,58118.28,58374.48,384820288
2014-09-19,58355.9,58516.35,57513.84,57788.7,346467904
2014-09-22,57787.94,57787.94,55974.22,56818.11,381490496
2014-09-23,56818.11,57332.2,56086.44,56540.5,331701408
2014-09-24,56538.98,57130.7,55933.81,56824.42,284832288
2014-09-25,56821.56,56821.56,55875.78,55962.08,284540288
2014-09-26,55965.21,57488.78,55946.01,57212.38,298218912
2014-09-29,57210.61,57210.61,54124.13,54625.35,518659808
2014-09-30,54625.83,54625.83,53536.38,54115.98,522229504
2014-10-01,54115.21,54115.21,52646.55,52858.43,491873792
2014-10-02,52858.61,54022.44,52480.48,53518.57,398627392
2014-10-03,53518.57,54539.55,53367.72,54539.55,370858304
2014-10-06,54542.32,58897.45,54542.32,57115.9,688267392
2014-10-07,57124.37,58317.95,57124.37,57436.33,493900800
2014-10-08,57440.31,58190.86,56198.62,57058.48,484074400
2014-10-09,57079.24,58246.08,57076.88,57267.53,454771712
2014-10-10,57266.06,57266.06,55311.59,55311.59,372298208
2014-10-13,55312.91,58747.38,55312.91,57956.53,460581888
2014-10-14,57945.6,58856.25,57258.12,58015.46,399422912
2014-10-15,58012.31,58012.31,54919.04,56135.27,568857984
2014-10-16,56123.85,56123.85,54132.08,54298.33,545340480
2014-10-17,54298.33,55948.64,54298.33,55723.79,441728992
2014-10-20,55720.22,55720.22,54299.88,54302.57,388531200
2014-10-21,54300.11,54300.11,51922.45,52432.43,661895872
2014-10-22,52427.12,53229.42,52064.4,52411.03,378023008
2014-10-23,52409.43,52409.43,50653.54,50713.26,638668672
2014-10-24,50687.41,53145.51,50595.7,51940.73,588460608
2014-10-27,51937.39,51937.39,48722.29,50503.66,1059296384
2014-10-28,50503.66,52374.3,50502.95,52330.03,577966720
2014-10-29,52330.03,52330.03,51049.32,51049.32,493574112
2014-10-30,51049.32,52574.39,51049.32,52336.83,431195296
2014-10-31,52338.15,54628.6,52334.81,54628.6,535827008
2014-11-03,54628.6,54628.6,53053.95,53947.21,367252608
2014-11-04,53947.21,54383.59,53431.87,54383.59,354165600
2014-11-05,54383.59,54383.59,53588.79,53698.42,292961088
2014-11-06,53696.81,53696.81,52417.76,52637.06,372124896
2014-11-07,52637.06,53483,52197.07,53222.85,360795488
2014-11-10,53222.85,53829.63,52716.2,52725.38,298601312
2014-11-11,52718.22,52718.22,52003.02,52474.27,268312896
2014-11-12,52473.34,53435.43,52187.22,52978.89,320354304
2014-11-13,52978.83,53322.89,51846.03,51846.03,304167616
2014-11-14,51833.71,51899.9,50885.65,51772.4,380267008
2014-11-17,51772.4,52222.64,51047,51256.99,282960384
2014-11-18,51257.05,52122.23,51067.46,52061.86,364615200
2014-11-19,52061.86,53402.81,52031.54,53402.81,426687296
2014-11-21,53403.06,56214.05,53403.06,56084.04,605371712
2014-11-24,56085.98,57359.27,55292.35,55406.91,460495008
2014-11-25,55410.27,56386.64,55204.32,55560.81,505896512
2014-11-26,55561,56099.79,54977.2,55098.47,306403200
2014-11-27,55099.55,56065.13,54592.74,54721.32,230778400
2014-11-28,54731.41,55436.29,54664.36,54664.36,264497696
2014-12-01,54719.47,54719.47,52156.49,52276.58,432061184
2014-12-02,52277.58,52639.71,51471.07,51612.47,330859296
2014-12-03,51610.92,52470.58,51610.92,52320.48,275912896
2014-12-04,52320.48,52539.13,51073.96,51426.87,292710112
2014-12-05,51427.37,52023.97,51163.82,51992.89,254595392
2014-12-08,51992.89,51992.89,50015.72,50274.07,332955808
2014-12-09,50250.8,50260.12,49395.62,50193.47,386784512
2014-12-10,50192.39,50192.39,49297.07,49548.08,320828192
2014-12-11,49548.58,49946.34,48808.99,49861.81,383657504
2014-12-12,49861.33,49861.33,47973.27,48001.98,377780800
2014-12-15,48002.48,48401.15,46409.71,47018.68,469789184
2014-12-16,47016.18,47594.75,45852.81,47007.51,535910688
2014-12-17,47008.01,49257.88,47008.01,48713.64,623775232
2014-12-18,48714.43,49564.55,48295.68,48495.7,424845792
2014-12-19,48491.95,49657.58,48435.43,49650.98,368166208
2014-12-22,49650.98,50120.86,49104.55,50120.86,267950800
2014-12-23,50120.86,50889.81,49814.97,50889.81,267274208
2014-12-26,50890.81,50973.42,49913.81,50144.63,191418592
2014-12-29,50145.18,50902.96,50008.01,50593.82,199108192
2014-12-30,50601,50841.24,49992.91,50007.41,293597408
2015-01-02,50004.5,50004.5,48345.26,48512.22,290860608
2015-01-05,48512.22,48512.22,47263.91,47516.82,386605600
2015-01-06,47517.14,48061.28,47337.71,48000.92,455927616
2015-01-07,48006.05,49882.26,48006.05,49462.91,440878400
2015-01-08,49463.15,50260.72,49017.31,49943.3,362186208
2015-01-09,49954.7,49954.7,48500.66,48840.25,299924416
2015-01-12,48839.73,48839.73,47955.85,48139.74,324598112
2015-01-13,48144.29,48939.41,48041.67,48041.67,388209888
2015-01-14,48037.63,48280.82,47372.27,47645.87,369719296
2015-01-15,47647.56,48853.42,47647.56,48026.31,446362496
2015-01-16,48028.38,49263.77,48028.38,49016.52,334491200
